image_path,text_description,label
waste_dataset\cardboard\000401.jpg,empty cardboard box thrown away,cardboard
waste_dataset\cardboard\000123.jpg,empty cardboard box thrown away,cardboard
waste_dataset\cardboard\000203.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000407.jpg,recycled glass waste object found,glass
waste_dataset\trash\000198.jpg,household garbage thrown away,trash
waste_dataset\paper\000168.jpg,old paper document thrown away,paper
waste_dataset\plastic\000032.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\paper\000424.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000006.jpg,empty plastic bottle waste object,plastic
waste_dataset\trash\000346.jpg,general trash item discarded,trash
waste_dataset\metal\000315.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000390.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000058.jpg,plastic bag found in garbage waste,plastic
waste_dataset\metal\000016.jpg,old metal container waste material,metal
waste_dataset\paper\000318.jpg,a crumpled piece of paper waste,paper
waste_dataset\trash\000171.jpg,general household waste item found,trash
waste_dataset\glass\000213.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000002.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000064.jpg,general trash item discarded,trash
waste_dataset\glass\000270.jpg,recycled glass waste object found,glass
waste_dataset\paper\000365.jpg,a crumpled piece of paper waste,paper
waste_dataset\paper\000020.jpg,white paper material discarded waste,paper
waste_dataset\trash\000300.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000249.jpg,old paper document thrown away,paper
waste_dataset\plastic\000152.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000298.jpg,empty metal can thrown away,metal
waste_dataset\trash\000333.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000360.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000297.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000235.jpg,glass jar or bottle thrown away,glass
waste_dataset\glass\000255.jpg,recycled glass waste object found,glass
waste_dataset\metal\000419.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000318.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\glass\000220.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000163.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000208.jpg,recycled paper material waste object,paper
waste_dataset\glass\000281.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000011.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000067.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000134.jpg,empty metal can thrown away,metal
waste_dataset\paper\000035.jpg,paper waste item found in garbage,paper
waste_dataset\paper\000129.jpg,white paper material discarded waste,paper
waste_dataset\paper\000137.jpg,white paper material discarded waste,paper
waste_dataset\trash\000141.jpg,mixed garbage non recyclable material,trash
waste_dataset\paper\000225.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000337.jpg,empty plastic bottle waste object,plastic
waste_dataset\paper\000258.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000392.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000083.jpg,old paper document thrown away,paper
waste_dataset\trash\000356.jpg,general trash item discarded,trash
waste_dataset\trash\000373.jpg,non recyclable waste object in bin,trash
waste_dataset\paper\000372.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000213.jpg,empty metal can thrown away,metal
waste_dataset\glass\000367.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000326.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000118.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000021.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000345.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000221.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000112.jpg,clear glass waste material in trash,glass
waste_dataset\paper\000407.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\trash\000324.jpg,random waste item in trash bin,trash
waste_dataset\plastic\000056.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000222.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000096.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000182.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000135.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000025.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000213.jpg,white paper material discarded waste,paper
waste_dataset\plastic\000180.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000200.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000207.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000393.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000032.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000398.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000318.jpg,household garbage thrown away,trash
waste_dataset\metal\000190.jpg,old metal container waste material,metal
waste_dataset\paper\000214.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000122.jpg,used tin can discarded as waste,metal
waste_dataset\paper\000299.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000194.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000050.jpg,mixed garbage non recyclable material,trash
waste_dataset\glass\000376.jpg,broken glass item for recycling,glass
waste_dataset\plastic\000050.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000074.jpg,shattered glass piece in garbage bin,glass
waste_dataset\glass\000351.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000162.jpg,empty plastic bottle waste object,plastic
waste_dataset\cardboard\000201.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000086.jpg,general waste material discarded,trash
waste_dataset\plastic\000387.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000182.jpg,general trash item discarded,trash
waste_dataset\plastic\000095.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000379.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\trash\000240.jpg,random waste item in trash bin,trash
waste_dataset\cardboard\000419.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000427.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000392.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000251.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000324.jpg,used tin can discarded as waste,metal
waste_dataset\paper\000224.jpg,white paper material discarded waste,paper
waste_dataset\plastic\000326.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000314.jpg,a crushed metal can in trash,metal
waste_dataset\paper\000096.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000065.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000361.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000342.jpg,recycled metal can garbage item found,metal
waste_dataset\glass\000064.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000380.jpg,used cardboard carton for recycling,cardboard
waste_dataset\trash\000139.jpg,general trash item discarded,trash
waste_dataset\glass\000335.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000168.jpg,mixed waste garbage object found,trash
waste_dataset\glass\000363.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000238.jpg,recycled metal can garbage item found,metal
waste_dataset\metal\000040.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000338.jpg,empty cardboard box thrown away,cardboard
waste_dataset\trash\000247.jpg,general waste material discarded,trash
waste_dataset\metal\000178.jpg,old metal container waste material,metal
waste_dataset\paper\000004.jpg,old paper document thrown away,paper
waste_dataset\glass\000027.jpg,recycled glass waste object found,glass
waste_dataset\glass\000387.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000221.jpg,household garbage thrown away,trash
waste_dataset\metal\000157.jpg,recycled metal can garbage item found,metal
waste_dataset\plastic\000280.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000202.jpg,used cardboard carton for recycling,cardboard
waste_dataset\cardboard\000162.jpg,cardboard material discarded in bin,cardboard
waste_dataset\paper\000308.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000353.jpg,mixed garbage non recyclable material,trash
waste_dataset\glass\000274.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000229.jpg,old paper document thrown away,paper
waste_dataset\metal\000291.jpg,empty metal can thrown away,metal
waste_dataset\metal\000183.jpg,old metal container waste material,metal
waste_dataset\paper\000314.jpg,old paper document thrown away,paper
waste_dataset\plastic\000254.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\trash\000157.jpg,mixed waste garbage object found,trash
waste_dataset\cardboard\000035.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\glass\000347.jpg,glass jar or bottle thrown away,glass
waste_dataset\paper\000207.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000119.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000043.jpg,general trash item discarded,trash
waste_dataset\paper\000092.jpg,white paper material discarded waste,paper
waste_dataset\plastic\000340.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000242.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000360.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000267.jpg,general waste material discarded,trash
waste_dataset\glass\000172.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000339.jpg,general trash item discarded,trash
waste_dataset\paper\000026.jpg,recycled paper material waste object,paper
waste_dataset\trash\000118.jpg,general household waste item found,trash
waste_dataset\plastic\000367.jpg,plastic waste item for recycling,plastic
waste_dataset\glass\000218.jpg,a glass bottle found in waste bin,glass
waste_dataset\paper\000257.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000429.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000198.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\glass\000134.jpg,glass jar or bottle thrown away,glass
waste_dataset\cardboard\000190.jpg,cardboard material discarded in bin,cardboard
waste_dataset\plastic\000105.jpg,plastic waste item for recycling,plastic
waste_dataset\metal\000137.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000346.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\metal\000244.jpg,a crushed metal can in trash,metal
waste_dataset\glass\000046.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000319.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000204.jpg,mixed garbage non recyclable material,trash
waste_dataset\cardboard\000022.jpg,used cardboard carton for recycling,cardboard
waste_dataset\glass\000031.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000346.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000228.jpg,non recyclable waste object in bin,trash
waste_dataset\metal\000117.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000377.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000337.jpg,general waste material discarded,trash
waste_dataset\paper\000244.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\trash\000295.jpg,general trash item discarded,trash
waste_dataset\glass\000341.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000414.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000131.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000039.jpg,mixed garbage non recyclable material,trash
waste_dataset\paper\000211.jpg,torn paper piece in waste bin,paper
waste_dataset\cardboard\000331.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000400.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000038.jpg,broken glass item for recycling,glass
waste_dataset\trash\000073.jpg,general trash item discarded,trash
waste_dataset\paper\000367.jpg,torn paper piece in waste bin,paper
waste_dataset\metal\000257.jpg,empty metal can thrown away,metal
waste_dataset\metal\000292.jpg,aluminum or steel waste item found,metal
waste_dataset\paper\000023.jpg,recycled paper material waste object,paper
